entry_time,exit_time,kind,direction,entry_price,exit_price,raw_return,net_return,net_pnl,bars_held,reason
2025-11-03T04:00:00+00:00,2025-11-03T06:00:00+00:00,revert,LONG,107886.0,107181.12183821049,-0.006533546167153403,-0.007328160375586923,-819.6312121171068,2,stop
2025-11-04T06:00:00+00:00,2025-11-04T14:00:00+00:00,trend,SHORT,104164.3,103881.8320632429,0.0027117538039146405,0.0019097448347520363,212.03354236150335,8,stop
2025-11-04T17:00:00+00:00,2025-11-04T17:00:00+00:00,trend,SHORT,102227.4,101759.89346668453,0.0045732018354713855,0.003769704005715413,419.3388276351325,0,stop
2025-11-04T18:00:00+00:00,2025-11-04T20:00:00+00:00,trend,SHORT,101074.8,100550.88679049279,0.0051834206895013946,0.004379434782297187,489.00125360049424,2,stop
2025-11-09T16:00:00+00:00,2025-11-09T18:00:00+00:00,revert,SHORT,103715.8,104433.9238953396,-0.006923958503329164,-0.007718260444359748,-865.5838607136393,2,stop
2025-11-09T19:00:00+00:00,2025-11-09T23:00:00+00:00,revert,SHORT,104479.8,105243.5629876316,-0.007310149786194042,-0.008104142835988926,-901.8448033606401,4,stop
2025-11-13T19:00:00+00:00,2025-11-13T22:00:00+00:00,trend,SHORT,98539.6,99759.20775858036,-0.012376828793503991,-0.013166769310761661,-1453.3493580527138,3,stop
2025-11-14T05:00:00+00:00,2025-11-14T06:00:00+00:00,trend,SHORT,97789.7,96935.18608755601,0.008738281357279831,0.007931452130319094,863.9473354470829,1,stop
2025-11-14T13:00:00+00:00,2025-11-14T14:00:00+00:00,trend,SHORT,95327.0,96658.45045840679,-0.013967191440062088,-0.014755859921660508,-1620.0562103230623,1,stop
2025-11-14T21:00:00+00:00,2025-11-15T02:00:00+00:00,trend,SHORT,94336.6,95844.66656940249,-0.01598601782767739,-0.016773071571178022,-1814.3539733984799,5,stop
2025-11-17T18:00:00+00:00,2025-11-17T22:00:00+00:00,trend,SHORT,92724.0,92239.46538146143,0.005225557768631317,0.004421538158505767,470.25839993914997,4,stop
2025-11-20T17:00:00+00:00,2025-11-20T17:00:00+00:00,trend,SHORT,87855.5,87237.52272107857,0.0070340192580024,0.006228553168039053,665.3748439430783,0,stop
2025-11-20T18:00:00+00:00,2025-11-21T02:00:00+00:00,trend,SHORT,87186.1,86309.07824100154,0.010059192451531418,0.009251306707040996,994.4407615629461,8,stop
2025-11-21T03:00:00+00:00,2025-11-21T07:00:00+00:00,trend,SHORT,85396.3,82206.46546454633,0.037353310804492335,0.03652359413237849,3962.3119716705987,4,stop
2025-11-21T08:00:00+00:00,2025-11-21T09:00:00+00:00,trend,SHORT,84006.7,83321.05592578204,0.008161778455979762,0.007355410339099588,827.1061627286253,1,stop
2025-11-23T21:00:00+00:00,2025-11-24T00:00:00+00:00,revert,SHORT,87435.1,86508.5656720925,0.010596823562934121,0.00978850779957563,1108.8008887277683,3,target
2025-11-24T18:00:00+00:00,2025-11-25T07:00:00+00:00,revert,SHORT,88315.0,87362.2,0.010788654248995111,0.009980185051780888,1141.5793176748848,13,mean_revert_exit
2025-11-27T02:00:00+00:00,2025-11-28T11:00:00+00:00,trend,LONG,91094.7,91299.25415435307,0.0022455110379975274,0.001443874988449112,166.80533805630694,33,stop
2025-12-01T13:00:00+00:00,2025-12-01T14:00:00+00:00,trend,SHORT,85396.3,86173.02253716656,-0.00909550574400253,-0.00988807079468812,-1143.980266778337,1,stop
2025-12-01T16:00:00+00:00,2025-12-01T20:00:00+00:00,trend,SHORT,84650.0,85594.75821215559,-0.011160758560609496,-0.011951671739482306,-1369.0519100496022,4,stop
2025-12-03T05:00:00+00:00,2025-12-03T14:00:00+00:00,trend,LONG,93302.1,92301.85245397511,-0.0107205255404208,-0.011511790835272429,-1302.9037581289595,9,stop
2025-12-05T14:00:00+00:00,2025-12-05T15:00:00+00:00,revert,LONG,90433.6,91322.08918978738,0.009824768557122221,0.009017070314239595,1008.8030726552097,1,target
2025-12-05T16:00:00+00:00,2025-12-05T16:00:00+00:00,revert,LONG,90413.9,89602.5207437327,-0.008974054390611275,-0.009766716582947366,-1102.523966658613,0,stop
2025-12-05T17:00:00+00:00,2025-12-06T09:00:00+00:00,revert,LONG,88757.6,89532.9,0.008735026634338894,0.007928200010635766,886.2404558282287,16,mean_revert_exit
2025-12-11T04:00:00+00:00,2025-12-11T18:00:00+00:00,revert,LONG,89833.1,90984.54440448571,0.012817596236640139,0.012007504210466369,1352.8801261725166,14,target
2025-12-15T17:00:00+00:00,2025-12-15T17:00:00+00:00,trend,SHORT,86360.6,86224.66948485642,0.0015739876187009783,0.0007728886804443391,88.12664750234399,0,stop
2025-12-15T18:00:00+00:00,2025-12-16T06:00:00+00:00,trend,SHORT,85734.2,86554.30599741144,-0.009565680876609806,-0.01035786986241738,-1181.9423230029206,12,stop
2025-12-23T15:00:00+00:00,2025-12-23T16:00:00+00:00,revert,LONG,86837.2,87601.68420508615,0.008803648725271618,0.0079967672148753,903.0638617438526,1,target
2025-12-25T16:00:00+00:00,2025-12-25T20:00:00+00:00,revert,SHORT,88339.0,87849.05933332165,0.005546142323077596,0.004741866296602115,539.7746107842249,4,target
2025-12-29T01:00:00+00:00,2025-12-29T01:00:00+00:00,revert,SHORT,88262.2,87886.8662823097,0.004252485409272588,0.00344924410134273,394.4950680199254,0,target
2025-12-29T02:00:00+00:00,2025-12-29T02:00:00+00:00,revert,SHORT,88419.3,88764.73966249845,-0.003906835526841457,-0.00470355068351358,-539.8074649308837,0,stop
2025-12-29T03:00:00+00:00,2025-12-29T03:00:00+00:00,revert,SHORT,89129.1,89531.24254374857,-0.004511910742378777,-0.0053081419356905135,-606.3285800107697,0,stop
2025-12-29T04:00:00+00:00,2025-12-29T07:00:00+00:00,revert,SHORT,90091.5,89529.50459410874,0.006238051379888865,0.005433221936873345,617.3216683751671,3,target
2025-12-30T15:00:00+00:00,2025-12-30T15:00:00+00:00,revert,SHORT,88831.5,88207.69775632027,0.007022309019657835,0.006216852296011766,710.1954020153353,0,target
2025-12-30T16:00:00+00:00,2025-12-30T17:00:00+00:00,revert,SHORT,88966.8,88287.16648801167,0.007639181267487749,0.0068332311447429905,785.4616858029913,1,target
2026-01-01T23:00:00+00:00,2026-01-02T03:00:00+00:00,revert,SHORT,88603.5,88909.26808459908,-0.0034509707246224153,-0.004248050500197942,-491.6387501016725,4,stop
2026-01-02T04:00:00+00:00,2026-01-02T09:00:00+00:00,revert,SHORT,88899.3,89259.42381841467,-0.004050918493336386,-0.004847518406688511,-558.6336174713651,5,stop
2026-01-05T02:00:00+00:00,2026-01-05T04:00:00+00:00,trend,LONG,92916.9,92424.24008789177,-0.005302156142835468,-0.006097755266266103,-699.3059454394534,2,stop
2026-01-05T16:00:00+00:00,2026-01-05T17:00:00+00:00,trend,LONG,93900.0,93295.6502475334,-0.0064360996002833515,-0.007230791750378995,-824.1888899871265,1,stop
2026-01-05T18:00:00+00:00,2026-01-06T00:00:00+00:00,trend,LONG,94273.0,93605.51475425073,-0.00708034374369404,-0.007874520601554025,-891.0730815747374,6,stop
2026-01-11T15:00:00+00:00,2026-01-11T15:00:00+00:00,revert,SHORT,91074.7,90808.48100876485,0.002923083921606562,0.0021209059221627413,238.1097662369284,0,target
2026-01-12T03:00:00+00:00,2026-01-12T07:00:00+00:00,revert,SHORT,92168.8,91612.4963957636,0.006035704101999717,0.005231036504430797,588.5233209303406,4,target
2026-01-13T20:00:00+00:00,2026-01-13T22:00:00+00:00,trend,LONG,94179.6,96257.04679962224,0.022058352335561304,0.021240869183029254,2402.2273068854993,2,stop
2026-01-13T23:00:00+00:00,2026-01-14T06:00:00+00:00,trend,LONG,95730.4,94836.64184494317,-0.009336199943349555,-0.010128572477186792,-1169.8178446301026,7,stop
2026-01-14T17:00:00+00:00,2026-01-14T18:00:00+00:00,trend,LONG,97232.1,96407.8627964171,-0.008477007115786916,-0.009270066866415294,-1059.818892724492,1,stop
2026-01-20T23:00:00+00:00,2026-01-21T02:00:00+00:00,trend,SHORT,88468.9,89241.97181559351,-0.008738345515695523,-0.00953119623741816,-1079.571687299831,3,stop
2026-01-21T17:00:00+00:00,2026-01-21T18:00:00+00:00,trend,SHORT,87562.3,88522.93879099979,-0.010970917746562003,-0.011761982767711454,-1319.548675569793,1,stop
2026-01-29T19:00:00+00:00,2026-01-29T21:00:00+00:00,trend,SHORT,83440.8,84390.99753139685,-0.01138768481842023,-0.01217841649259499,-1350.1973644101963,2,stop
2026-01-30T02:00:00+00:00,2026-01-30T02:00:00+00:00,trend,SHORT,82434.7,81986.11292810465,0.005441726262063851,0.004637533751730594,507.89276687476377,0,stop
2026-01-31T18:00:00+00:00,2026-01-31T18:00:00+00:00,trend,SHORT,78857.0,76400.01475223213,0.031157478064951283,0.030332717067695913,3337.3799942209444,0,stop
2026-02-03T17:00:00+00:00,2026-02-03T17:00:00+00:00,trend,SHORT,76458.2,75666.75991400657,0.010351278031570543,0.009543158665350049,1081.8423518492345,0,stop
2026-02-03T18:00:00+00:00,2026-02-03T18:00:00+00:00,trend,SHORT,74882.4,73981.57706300612,0.012029835274962819,0.011220373331516598,1284.115333878217,0,stop
2026-02-03T19:00:00+00:00,2026-02-03T19:00:00+00:00,trend,SHORT,73111.7,74279.84015592109,-0.015977472222928668,-0.016764532801545773,-1940.1441137564543,0,stop
2026-02-04T17:00:00+00:00,2026-02-04T17:00:00+00:00,trend,SHORT,73609.1,73018.7640839275,0.008019876836865447,0.007213622218576354,820.830463264123,0,stop
2026-02-04T18:00:00+00:00,2026-02-04T18:00:00+00:00,trend,SHORT,72544.3,73714.78283637637,-0.01613473196896753,-0.016921666764949328,-1939.3884316410404,0,stop
2026-02-05T18:00:00+00:00,2026-02-05T20:00:00+00:00,trend,SHORT,66153.8,63541.036162300355,0.03949529486892134,0.038663864952273475,4356.272635727786,2,stop
2026-02-05T21:00:00+00:00,2026-02-06T00:00:00+00:00,trend,SHORT,63750.9,61261.07822469893,0.039055476476427264,0.03822439834412239,4473.273663339292,3,stop
2026-02-08T13:00:00+00:00,2026-02-08T23:00:00+00:00,revert,SHORT,71203.4,72083.30983032215,-0.012357694019136112,-0.013147649841151687,-1597.4385816772556,10,stop
2026-02-09T11:00:00+00:00,2026-02-09T15:00:00+00:00,revert,LONG,68694.1,69835.43737470233,0.016614780231523962,0.015801651065703748,1894.6573869624408,4,target
2026-02-12T17:00:00+00:00,2026-02-13T03:00:00+00:00,trend,SHORT,65825.7,66740.24738999423,-0.013893470027576349,-0.014682197474509384,-1788.249842309684,10,stop
2026-02-13T19:00:00+00:00,2026-02-14T11:00:00+00:00,revert,SHORT,69086.8,69902.25780395609,-0.011803380732007929,-0.01259377991596311,-1511.3657058585522,16,stop
2026-02-20T10:00:00+00:00,2026-02-20T11:00:00+00:00,revert,SHORT,68174.2,67578.09021483622,0.008743920503119562,0.00793708676574445,940.5252309469361,1,target
2026-02-23T01:00:00+00:00,2026-02-23T01:00:00+00:00,revert,LONG,66705.8,66326.1559227614,-0.005691320353531482,-0.006486608207859845,-774.7479133687011,0,stop
2026-02-27T15:00:00+00:00,2026-02-27T17:00:00+00:00,revert,LONG,65855.4,65149.984090236016,-0.010711587960349211,-0.011502860403834858,-1364.9675371166231,2,stop
2026-02-28T07:00:00+00:00,2026-02-28T07:00:00+00:00,trend,SHORT,63173.8,63890.92382760777,-0.011351601892046537,-0.012142362426789122,-1424.2790359957871,0,stop
2026-03-06T15:00:00+00:00,2026-03-07T07:00:00+00:00,revert,LONG,68367.7,67565.90678995228,-0.011727661016060487,-0.012518120763673313,-1450.525570644706,16,stop
2026-03-10T09:00:00+00:00,2026-03-10T13:00:00+00:00,trend,LONG,70650.9,69817.5002599238,-0.01179602439708749,-0.012586429464933602,-1440.1838399250264,4,stop
2026-03-10T15:00:00+00:00,2026-03-10T17:00:00+00:00,trend,LONG,71435.7,70491.75820080847,-0.013213866444810152,-0.014003137465872784,-1582.1214950196882,2,stop
2026-03-17T01:00:00+00:00,2026-03-17T03:00:00+00:00,trend,LONG,75283.8,74494.34587653945,-0.010486374538221432,-0.011277827116410677,-1256.363887137908,2,stop
2026-03-19T08:00:00+00:00,2026-03-19T12:00:00+00:00,trend,SHORT,70145.0,69625.65420738704,0.007403888981580509,0.0065981270550175,726.7498647403263,4,stop
2026-03-22T22:00:00+00:00,2026-03-22T22:00:00+00:00,trend,SHORT,67864.5,68376.17369110107,-0.007539636939800198,-0.008333446436590175,-923.9427282425459,0,stop
2026-03-26T10:00:00+00:00,2026-03-26T15:00:00+00:00,revert,LONG,69537.6,68957.53895093246,-0.008341689230970672,-0.009134857214256109,-1004.3563566317316,5,stop
2026-04-04T16:00:00+00:00,2026-04-05T01:00:00+00:00,revert,SHORT,67357.4,67061.5479451944,0.004392272486847704,0.003588919371621868,390.9888041583472,9,target
2026-04-05T21:00:00+00:00,2026-04-05T22:00:00+00:00,revert,SHORT,67636.7,67950.30732551098,-0.0046366443884899855,-0.005432775814842139,-593.9888076794741,1,stop
2026-04-05T23:00:00+00:00,2026-04-05T23:00:00+00:00,revert,SHORT,68313.0,68695.5959082212,-0.005600631039790471,-0.006395991431059511,-695.5021773659973,0,stop
