time,equity,daily_return,core_return,unlevered_hybrid_return,peak,drawdown
2026-03-13 00:00:00+00:00,124054.31225658972,0.01436926974562557,0.011495415796500456,0.011495415796500456,148927.28568885228,-0.16701421312565012
2026-03-14 00:00:00+00:00,124694.21465484453,0.0051582438902346255,0.0041265951121877,0.0041265951121877,148927.28568885228,-0.1627174692798532
2026-03-15 00:00:00+00:00,143096.8875927687,0.14758241181327486,0.11806592945061989,0.11806592945061989,148927.28568885228,-0.03914929402705147
2026-03-16 00:00:00+00:00,183778.5289621536,0.2842943830138252,0.22743550641106017,0.22743550641106017,183778.5289621536,0.0
2026-03-17 00:00:00+00:00,179173.4315571608,-0.025057864109583362,-0.02004629128766669,-0.02004629128766669,183778.5289621536,-0.02505786410958344
2026-03-18 00:00:00+00:00,166752.65810857303,-0.06932262970375305,-0.05545810376300245,-0.05545810376300245,183778.5289621536,-0.09264341677850074
2026-03-19 00:00:00+00:00,166659.2314678445,-0.0005602707734209893,-0.00044821661873679144,-0.00044821661873679144,183778.5289621536,-0.09315178215315101
2026-03-20 00:00:00+00:00,166659.2314678445,0.0,0.0,0.0,183778.5289621536,-0.09315178215315101
2026-03-21 00:00:00+00:00,166659.2314678445,0.0,0.0,0.0,183778.5289621536,-0.09315178215315101
2026-03-22 00:00:00+00:00,166659.2314678445,0.0,0.0,0.0,183778.5289621536,-0.09315178215315101
2026-03-23 00:00:00+00:00,165617.6112711705,-0.00625,0.0,-0.005,183778.5289621536,-0.09881958351469378
2026-03-24 00:00:00+00:00,166518.95214769113,0.005442300909924594,0.0,0.004353840727939675,183778.5289621536,-0.0939150885140495
2026-03-25 00:00:00+00:00,167939.35448109618,0.008529974006473599,0.0,0.006823979205178878,183778.5289621536,-0.08618620777141628
2026-03-26 00:00:00+00:00,167939.35448109618,0.0,0.0,0.0,183778.5289621536,-0.08618620777141628
2026-03-27 00:00:00+00:00,167939.35448109618,0.0,0.0,0.0,183778.5289621536,-0.08618620777141628
2026-03-28 00:00:00+00:00,167939.35448109618,0.0,0.0,0.0,183778.5289621536,-0.08618620777141628
2026-03-29 00:00:00+00:00,167939.35448109618,0.0,0.0,0.0,183778.5289621536,-0.08618620777141628
2026-03-30 00:00:00+00:00,170767.23680676433,0.016838711417021982,0.0,0.013470969133617585,183778.5289621536,-0.07079876103518457
2026-03-31 00:00:00+00:00,169699.94157672205,-0.00625,0.0,-0.005,183778.5289621536,-0.07660626877871468
2026-04-01 00:00:00+00:00,170673.7607306496,0.005738476659918504,0.0,0.004590781327934803,183778.5289621536,-0.07130739540418629
2026-04-02 00:00:00+00:00,169607.04972608306,-0.00625,0.0,-0.005,183778.5289621536,-0.07711172418291001
2026-04-03 00:00:00+00:00,169607.04972608306,0.0,0.0,0.0,183778.5289621536,-0.07711172418291001
2026-04-04 00:00:00+00:00,169607.04972608306,0.0,0.0,0.0,183778.5289621536,-0.07711172418291001
2026-04-05 00:00:00+00:00,168547.00566529503,-0.00625,0.0,-0.005,183778.5289621536,-0.08287977590676687
2026-04-06 00:00:00+00:00,168547.00566529503,0.0,0.0,0.0,183778.5289621536,-0.08287977590676687
