time,rotation_return,rotation_active,overlay_return,combined_return
2026-03-18 00:00:00+00:00,-0.041593577822251836,True,0.0,-0.041593577822251836
2026-03-19 00:00:00+00:00,-0.00033616246405259354,False,0.0,-0.00033616246405259354
2026-03-20 00:00:00+00:00,0.0,False,0.0,0.0
2026-03-21 00:00:00+00:00,0.0,False,0.0,0.0
2026-03-22 00:00:00+00:00,0.0,False,0.0,0.0
2026-03-23 00:00:00+00:00,0.0,False,0.0,0.0
2026-03-24 00:00:00+00:00,0.0,False,-0.005,-0.005
2026-03-25 00:00:00+00:00,0.0,False,0.006823979205178878,0.006823979205178878
2026-03-26 00:00:00+00:00,0.0,False,0.0,0.0
2026-03-27 00:00:00+00:00,0.0,False,0.0,0.0
2026-03-28 00:00:00+00:00,0.0,False,0.0,0.0
2026-03-29 00:00:00+00:00,0.0,False,0.0,0.0
2026-03-30 00:00:00+00:00,0.0,False,0.0,0.0
2026-03-31 00:00:00+00:00,0.0,False,0.0,0.0
2026-04-01 00:00:00+00:00,0.0,False,-0.005,-0.005
2026-04-02 00:00:00+00:00,0.0,False,0.004077146813794032,0.004077146813794032
2026-04-03 00:00:00+00:00,0.0,False,0.0,0.0
2026-04-04 00:00:00+00:00,0.0,False,0.0,0.0
2026-04-05 00:00:00+00:00,0.0,False,-0.005,-0.005
2026-04-06 00:00:00+00:00,0.006119598227764908,True,0.0,0.006119598227764908
