time,equity,net_return,gross_leverage,turnover,peak,drawdown
2025-10-01 00:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 01:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 02:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 03:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 04:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 05:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 06:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 07:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 08:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 09:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 10:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 11:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 12:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 13:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 14:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 15:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 16:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 17:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 18:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 19:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 20:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 21:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 22:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-01 23:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 00:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 01:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 02:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 03:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 04:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 05:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 06:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 07:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 08:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 09:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 10:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 11:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 12:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 13:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 14:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 15:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 16:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 17:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 18:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 19:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 20:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 21:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 22:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-02 23:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 00:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 01:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 02:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 03:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 04:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 05:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 06:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 07:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 08:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 09:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 10:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 11:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 12:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 13:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 14:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 15:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 16:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 17:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 18:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 19:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 20:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 21:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 22:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-03 23:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 00:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 01:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 02:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 03:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 04:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 05:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 06:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 07:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 08:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 09:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 10:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 11:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 12:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 13:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 14:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 15:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 16:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 17:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 18:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 19:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 20:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 21:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 22:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-04 23:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 00:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 01:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 02:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 03:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 04:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 05:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 06:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 07:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 08:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 09:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 10:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 11:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 12:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 13:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 14:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 15:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 16:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 17:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 18:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 19:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 20:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 21:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 22:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-05 23:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-06 00:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-06 01:00:00+00:00,100000.0,0.0,0.0,0.0,100000.0,0.0
2025-10-06 02:00:00+00:00,100029.44623683667,0.0002944623683666773,1.0,1.0,100029.44623683667,0.0
2025-10-06 03:00:00+00:00,99808.53261467883,-0.0022084859055880868,1.0,0.0,100029.44623683667,-0.0022084859055880868
2025-10-06 04:00:00+00:00,99603.17969656351,-0.0020574685624135114,1.0,0.0,100029.44623683667,-0.004261410577680258
2025-10-06 05:00:00+00:00,99563.3384246849,-0.0004,0.0,1.0,100029.44623683667,-0.004659706013449005
2025-10-06 06:00:00+00:00,99827.95263523511,0.0026577474674613468,1.0,1.0,100029.44623683667,-0.0020143428678439657
2025-10-06 07:00:00+00:00,98642.30634820492,-0.011876896758190125,1.0,2.0,100029.44623683667,-0.013867315483757192
2025-10-06 08:00:00+00:00,98937.46325895475,0.002992193934597732,1.0,2.0,100029.44623683667,-0.010916615246439054
2025-10-06 09:00:00+00:00,99029.52784512141,0.0009305331179321197,1.0,0.0,100029.44623683667,-0.009996240400529488
2025-10-06 10:00:00+00:00,99033.36386954504,3.8736167960129464e-05,1.0,0.0,100029.44623683667,-0.009957891448616363
2025-10-06 11:00:00+00:00,98913.40963119388,-0.0012112507710952728,1.0,2.0,100029.44623683667,-0.011157080716016177
2025-10-06 12:00:00+00:00,99118.39962782536,0.0020724186679621504,1.0,0.0,100029.44623683667,-0.009107784190409807
2025-10-06 13:00:00+00:00,100369.5529335592,0.012622815848840618,1.0,0.0,100369.5529335592,0.0
2025-10-06 14:00:00+00:00,100376.47973386776,6.901296365380283e-05,1.0,0.0,100376.47973386776,0.0
2025-10-06 15:00:00+00:00,101114.83335425844,0.007355842945960145,1.0,0.0,101114.83335425844,0.0
2025-10-06 16:00:00+00:00,101231.07372193647,0.001149587689778242,1.0,0.0,101231.07372193647,0.0
2025-10-06 17:00:00+00:00,101614.21236400376,0.003784792830704431,1.0,0.0,101614.21236400376,0.0
2025-10-06 18:00:00+00:00,101953.84204163287,0.003342344242284634,1.0,0.0,101953.84204163287,0.0
2025-10-06 19:00:00+00:00,102188.92032710464,0.002305732484076284,1.0,0.0,102188.92032710464,0.0
2025-10-06 20:00:00+00:00,101455.7618069454,-0.00717454023207631,1.0,0.0,102188.92032710464,-0.007174540232076199
2025-10-06 21:00:00+00:00,101559.23088655453,0.0010198442923925466,1.0,0.0,102188.92032710464,-0.006162012853590082
2025-10-06 22:00:00+00:00,101672.00785407829,0.0011104551160860954,1.0,0.0,102188.92032710464,-0.005058400376202532
2025-10-06 23:00:00+00:00,101357.05490254842,-0.0030977351404517517,1.0,0.0,102188.92032710464,-0.00814046593205442
2025-10-07 00:00:00+00:00,101261.37847328643,-0.000943954314319706,1.0,0.0,102188.92032710464,-0.009076736018436948
2025-10-07 01:00:00+00:00,101179.77210715116,-0.0008058982345058308,1.0,0.0,102188.92032710464,-0.009875319327410592
2025-10-07 02:00:00+00:00,101409.00590486261,0.0022656089546109204,1.0,0.0,102188.92032710464,-0.007632083984697502
2025-10-07 03:00:00+00:00,101493.42628362321,0.0008324741772913757,1.0,0.0,102188.92032710464,-0.006805963320242303
2025-10-07 04:00:00+00:00,101452.82891310976,-0.0004,0.0,1.0,102188.92032710464,-0.007203240934914201
2025-10-07 05:00:00+00:00,101452.82891310976,0.0,0.0,0.0,102188.92032710464,-0.007203240934914201
2025-10-07 06:00:00+00:00,101452.82891310976,0.0,0.0,0.0,102188.92032710464,-0.007203240934914201
2025-10-07 07:00:00+00:00,101272.03454128842,-0.0017820535292927704,1.0,1.0,102188.92032710464,-0.008972457903276498
2025-10-07 08:00:00+00:00,101531.12077096957,0.0025583195879759213,1.0,0.0,102188.92032710464,-0.0064370927301068415
2025-10-07 09:00:00+00:00,101267.27897354915,-0.0025986298133711117,1.0,0.0,102188.92032710464,-0.009018994922397994
2025-10-07 10:00:00+00:00,101226.77206195974,-0.0004,0.0,1.0,102188.92032710464,-0.009415387324429036
2025-10-07 11:00:00+00:00,101226.77206195974,0.0,0.0,0.0,102188.92032710464,-0.009415387324429036
2025-10-07 12:00:00+00:00,101226.77206195974,0.0,0.0,0.0,102188.92032710464,-0.009415387324429036
2025-10-07 13:00:00+00:00,100247.81148993937,-0.009670965023177368,1.0,1.0,102188.92032710464,-0.0189952964661122
2025-10-07 14:00:00+00:00,100207.71236534341,-0.0004,0.0,1.0,102188.92032710464,-0.019387698347525628
2025-10-07 15:00:00+00:00,101022.13234633286,0.008127318364680348,1.0,1.0,102188.92032710464,-0.011417949979674158
2025-10-07 16:00:00+00:00,100871.48377026587,-0.0014912432807350218,1.0,0.0,102188.92032710464,-0.012892166319222187
2025-10-07 17:00:00+00:00,101262.70221275739,0.0038783849297042705,1.0,0.0,102188.92032710464,-0.009063782173081458
2025-10-07 18:00:00+00:00,101885.78148313414,0.006153097406660479,1.0,0.0,102188.92032710464,-0.0029664551010046836
