time,equity,daily_return,core_return,unlevered_hybrid_return,peak,drawdown
2026-01-01 00:00:00+00:00,100688.2697265705,0.006882697265705082,0.0,0.0063728678386158165,100688.2697265705,0.0
2026-01-02 00:00:00+00:00,113748.27004077622,0.12970726728815085,0.12009932156310263,0.12009932156310263,113748.27004077622,0.0
2026-01-03 00:00:00+00:00,114374.28945458303,0.0055035510745123735,0.005095880624548493,0.005095880624548493,114374.28945458303,0.0
2026-01-04 00:00:00+00:00,115875.20057374249,0.013122801691856392,0.012150742307274436,0.012150742307274436,115875.20057374249,0.0
2026-01-05 00:00:00+00:00,135560.47631648852,0.16988342324567038,0.15729946596821331,0.15729946596821331,135560.47631648852,0.0
2026-01-06 00:00:00+00:00,133064.9378044327,-0.018409042073808946,-0.017045409327600874,-0.017045409327600874,135560.47631648852,-0.018409042073809
2026-01-07 00:00:00+00:00,126557.65731934964,-0.048903043825465856,-0.045280596134690605,-0.045280596134690605,135560.47631648852,-0.06641182770795451
2026-01-08 00:00:00+00:00,124911.62745912025,-0.013006165688385639,-0.01204274600776448,-0.01204274600776448,135560.47631648852,-0.07855423016150187
2026-01-09 00:00:00+00:00,123877.97437692074,-0.008275074972806622,-0.0076621064563024265,-0.0076621064563024265,135560.47631648852,-0.086179262990291
2026-01-10 00:00:00+00:00,123846.36051582474,-0.0002552016309196263,-0.00023629780640706138,-0.00023629780640706138,135560.47631648852,-0.086412471532744
2026-01-11 00:00:00+00:00,124529.42038089408,0.005515381010991063,0.0,0.005106834269436169,135560.47631648852,-0.08137368822635738
2026-01-12 00:00:00+00:00,125330.12796858358,0.00642986681573245,0.0,0.005953580384937453,135560.47631648852,-0.07546704338822541
2026-01-13 00:00:00+00:00,139800.7619271131,0.11546013869990533,0.10690753583324566,0.10690753583324566,139800.7619271131,0.0
2026-01-14 00:00:00+00:00,141655.48545951166,0.013266905750954064,0.012284171991624132,0.012284171991624132,141655.48545951166,0.0
2026-01-15 00:00:00+00:00,132725.83229087113,-0.06303782122996471,-0.058368352990708056,-0.058368352990708056,141655.48545951166,-0.06303782122996449
2026-01-16 00:00:00+00:00,131387.77712788119,-0.010081346938232367,-0.009334580498363302,-0.009334580498363302,141655.48545951166,-0.07248366202214751
2026-01-17 00:00:00+00:00,129432.7868309416,-0.014879544655335732,-0.013777356162347898,-0.013777356162347898,141655.48545951166,-0.08628468279164236
2026-01-18 00:00:00+00:00,127954.03366727185,-0.011424873093408873,-0.010578586197600808,-0.010578586197600808,141655.48545951166,-0.09672376433425156
2026-01-19 00:00:00+00:00,127887.53206779677,-0.0005197303873047038,-0.00048123184009694794,-0.00048123184009694794,141655.48545951166,-0.09719322444205725
2026-01-20 00:00:00+00:00,127887.53206779677,0.0,0.0,0.0,141655.48545951166,-0.09719322444205725
2026-01-21 00:00:00+00:00,127887.53206779677,0.0,0.0,0.0,141655.48545951166,-0.09719322444205725
2026-01-22 00:00:00+00:00,127887.53206779677,0.0,0.0,0.0,141655.48545951166,-0.09719322444205725
2026-01-23 00:00:00+00:00,127196.93939463068,-0.0054,0.0,-0.005,141655.48545951166,-0.10206838103006999
2026-01-24 00:00:00+00:00,127196.93939463068,0.0,0.0,0.0,141655.48545951166,-0.10206838103006999
2026-01-25 00:00:00+00:00,127196.93939463068,0.0,0.0,0.0,141655.48545951166,-0.10206838103006999
2026-01-26 00:00:00+00:00,127196.93939463068,0.0,0.0,0.0,141655.48545951166,-0.10206838103006999
2026-01-27 00:00:00+00:00,127825.26961247367,0.004939821829309854,0.0,0.004573909101212827,141655.48545951166,-0.09763275881745492
2026-01-28 00:00:00+00:00,128449.12748213868,0.00488055195624733,0.0,0.004519029589117898,141655.48545951166,-0.09322870861324795
2026-01-29 00:00:00+00:00,128449.12748213868,0.0,0.0,0.0,141655.48545951166,-0.09322870861324795
2026-01-30 00:00:00+00:00,128449.12748213868,0.0,0.0,0.0,141655.48545951166,-0.09322870861324795
2026-01-31 00:00:00+00:00,128449.12748213868,0.0,0.0,0.0,141655.48545951166,-0.09322870861324795
2026-02-01 00:00:00+00:00,128449.12748213868,0.0,0.0,0.0,141655.48545951166,-0.09322870861324795
2026-02-02 00:00:00+00:00,128449.12748213868,0.0,0.0,0.0,141655.48545951166,-0.09322870861324795
2026-02-03 00:00:00+00:00,128449.12748213868,0.0,0.0,0.0,141655.48545951166,-0.09322870861324795
2026-02-04 00:00:00+00:00,128449.12748213868,0.0,0.0,0.0,141655.48545951166,-0.09322870861324795
2026-02-05 00:00:00+00:00,128449.12748213868,0.0,0.0,0.0,141655.48545951166,-0.09322870861324795
2026-02-06 00:00:00+00:00,128449.12748213868,0.0,0.0,0.0,141655.48545951166,-0.09322870861324795
2026-02-07 00:00:00+00:00,128449.12748213868,0.0,0.0,0.0,141655.48545951166,-0.09322870861324795
2026-02-08 00:00:00+00:00,127755.50219373513,-0.0054,0.0,-0.005,141655.48545951166,-0.0981252735867364
2026-02-09 00:00:00+00:00,127065.62248188895,-0.0054,0.0,-0.005,141655.48545951166,-0.10299539710936811
2026-02-10 00:00:00+00:00,127065.62248188895,0.0,0.0,0.0,141655.48545951166,-0.10299539710936811
2026-02-11 00:00:00+00:00,127065.62248188895,0.0,0.0,0.0,141655.48545951166,-0.10299539710936811
2026-02-12 00:00:00+00:00,127065.62248188895,0.0,0.0,0.0,141655.48545951166,-0.10299539710936811
2026-02-13 00:00:00+00:00,126379.46812048675,-0.0054,0.0,-0.005,141655.48545951166,-0.10783922196497742
2026-02-14 00:00:00+00:00,127159.18799611037,0.00616967207743166,0.0,0.005712659330955241,141655.48545951166,-0.10233488252415512
2026-02-15 00:00:00+00:00,127896.22793867398,0.005796198876216203,0.0,0.005366850811311299,141655.48545951166,-0.09713183697902317
2026-02-16 00:00:00+00:00,127205.58830780516,-0.0054,0.0,-0.005,141655.48545951166,-0.1020073250593364
2026-02-17 00:00:00+00:00,127205.58830780516,0.0,0.0,0.0,141655.48545951166,-0.1020073250593364
2026-02-18 00:00:00+00:00,127205.58830780516,0.0,0.0,0.0,141655.48545951166,-0.1020073250593364
2026-02-19 00:00:00+00:00,127205.58830780516,0.0,0.0,0.0,141655.48545951166,-0.1020073250593364
2026-02-20 00:00:00+00:00,127970.59428453803,0.006013933718711759,0.0,0.005568457146955332,141655.48545951166,-0.09660685663235458
2026-02-21 00:00:00+00:00,128577.00677149529,0.004738686182928249,0.0,0.00438767239160023,141655.48545951166,-0.09232596002612614
2026-02-22 00:00:00+00:00,129216.72123716745,0.0049753410950765485,0.0,0.004606797310256063,141655.48545951166,-0.08780997207411001
